SERIALNO,hhnum,PUMA,REGION,NP,NW,HHINCADJ,WGTP,HTYPE
2019HU0981553,77491,00800,1,1,0,12020.7255,18,SF
2019HU0981716,77492,01317,1,3,1,142430.445,10,SF
2019HU0981890,77493,01000,1,2,0,45052.467,18,SF
2019HU0981906,77494,00500,1,3,2,79801.455,14,MF
2019HU0982075,77495,00600,1,2,2,25253.625,12,SF
2019HU0982076,77496,01318,1,4,2,106065.225,22,SF
2019HU0982113,77497,01314,1,1,0,94549.572,19,SF
2019HU0982127,77498,00400,1,4,1,162431.316,23,SF
2019HU0982174,77499,01318,1,2,2,54547.83,18,SF
2019HU0982261,77500,01000,1,1,1,1818.261,7,SF
2019HU0982331,77501,01314,1,1,0,15424.91415,9,MF
2019HU0982344,77502,00800,1,4,2,70710.15,32,SF
2019HU0982352,77503,00400,1,1,0,71518.266,30,MF
2019HU0982353,77504,01303,1,2,2,63134.0625,15,SF
2019HU0982354,77505,00901,1,2,1,42426.09,11,SF
2019HU0982358,77506,00901,1,2,0,78185.223,12,MH
2019HU0982395,77507,00800,1,2,1,93842.4705,8,SF
2019HU0982426,77508,00600,1,2,0,259809.294,19,MH
2019HU0982484,77509,00100,1,4,4,122227.545,14,SF
2019HU0982595,77510,00600,1,2,0,38688.5535,16,SF
2019HU0982644,77511,00704,1,2,1,31314.495,15,MF
2019HU0982721,77512,00100,1,3,3,205059.435,4,SF
2019HU0982757,77513,01322,1,3,1,152026.8225,9,SF
2019HU0982821,77514,01103,1,1,1,22223.19,11,SF
2019HU0982956,77515,00901,1,2,2,102024.645,13,SF
2019HU0983126,77516,00400,1,4,2,110408.8485,67,SF
2019HU0983184,77517,01321,1,2,0,129298.56,11,SF
2019HU0983250,77518,01314,1,2,0,140561.67675,13,SF
2019HU0983400,77519,00600,1,1,0,3232.464,4,SF
2019HU0983563,77520,01320,1,2,0,101721.6015,4,SF
2019HU0983592,77521,01323,1,1,0,9091.305,7,MF
2019HU0983891,77522,01301,1,2,2,116166.675,16,SF
2019HU0983904,77523,01316,1,2,1,10606.5225,56,MF
2019HU0984019,77524,01318,1,2,1,27273.915,12,MF
2019HU0984041,77525,01320,1,1,0,23233.335,7,SF
2019HU0984050,77526,01320,1,2,2,106065.225,19,SF
2019HU0984124,77527,01314,1,1,1,141420.3,30,DUP
2019HU0984335,77528,01319,1,1,1,143773.93785,11,MF
2019HU0984416,77529,01320,1,1,1,65659.425,13,SF
2019HU0984505,77530,00200,1,2,1,101721.6015,25,SF
2019HU0984508,77531,00703,1,2,1,14748.117,15,SF
2019HU0984801,77532,00200,1,2,0,15758.262,13,SF
2019HU0984914,77533,00600,1,3,1,25748.59605,16,SF
2019HU0984937,77534,01301,1,3,2,164653.635,8,SF
2019HU0985033,77535,00703,1,2,2,102024.645,23,SF
2019HU0985114,77536,01317,1,1,0,15960.291,12,SF
2019HU0985139,77537,01318,1,1,0,36163.191,19,SF
2019HU0985633,77538,01105,1,3,2,12121.74,30,SF
2019HU0985676,77539,00500,1,1,1,49194.0615,17,MH
2019HU0985757,77540,01318,1,2,1,367995.8235,23,SF
2019HU0985761,77541,01318,1,1,0,0,16,MF
2019HU0985780,77542,01105,1,2,0,34647.9735,19,SF
2019HU0985840,77543,00500,1,2,2,27273.915,8,SF
2019HU0985869,77544,00705,1,2,0,15192.5808,39,MF
2019HU0985947,77545,01323,1,1,1,112126.095,16,MF
2019HU0986136,77546,00300,1,1,0,24243.48,48,MF
2019HU0986149,77547,00500,1,1,0,28486.089,7,SF
2019HU0986156,77548,01317,1,4,2,58588.41,14,SF
2019HU0986422,77549,01314,1,2,0,13071.2763,4,SF
2019HU0986483,77550,00703,1,1,0,6060.87,9,MF
2019HU0986563,77551,00901,1,2,2,161623.2,13,SF
2019HU0986603,77552,00600,1,3,2,98388.123,3,MH
2019HU0986611,77553,01314,1,1,0,6060.87,24,MF
2019HU0986754,77554,01314,1,1,0,74750.73,123,MF
2019HU0986783,77555,01104,1,2,2,93943.485,62,DUP
2019HU0986844,77556,00902,1,2,2,42426.09,14,SF
2019HU0986898,77557,01317,1,4,1,80508.5565,14,SF
2019HU0986970,77558,00400,1,1,1,40405.8,13,SF
2019HU0986981,77559,00500,1,2,0,108085.515,19,SF
2019HU0987016,77560,00705,1,4,1,49093.047,16,MH
2019HU0987065,77561,00400,1,1,1,4545.6525,16,SF
2019HU0987100,77562,01303,1,2,0,33435.7995,16,DUP
2019HU0987120,77563,00100,1,1,0,11717.682,7,MF
2019HU0987239,77564,01302,1,2,1,78791.31,21,SF
2019HU0987293,77565,00901,1,4,2,85862.325,49,SF
2019HU0987426,77566,00600,1,5,2,101923.6305,29,SF
2019HU0987469,77567,01303,1,2,1,107984.5005,44,SF
2019HU0987575,77568,00703,1,2,1,77983.194,30,SF
2019HU0987671,77569,01302,1,2,2,96973.92,17,SF
2019HU0987709,77570,00300,1,4,2,28082.031,68,SF
2019HU0987827,77571,00800,1,2,0,58487.3955,23,SF
2019HU0987873,77572,00200,1,2,0,84852.18,18,MH
2019HU0987896,77573,01301,1,4,2,248798.7135,11,SF
2019HU0987973,77574,01302,1,2,1,46365.6555,23,SF
2019HU0987986,77575,01000,1,2,0,17374.494,61,SF
2019HU0987999,77576,01305,1,3,2,98590.152,19,MF
2019HU0988154,77577,01317,1,2,0,100913.4855,19,SF
2019HU0988227,77578,00902,1,1,0,40405.8,7,MF
2019HU0988231,77579,00300,1,1,1,45860.583,10,MF
2019HU0988342,77580,01105,1,1,1,36971.307,23,SF
2019HU0988796,77581,01323,1,3,2,262637.7,42,SF
2019HU0988798,77582,01200,1,2,1,68386.8165,22,MF
2019HU0988900,77583,00600,1,1,0,13293.5082,6,SF
2019HU0988979,77584,01314,1,1,0,25051.596,20,SF
2019HU0989007,77585,00703,1,2,0,42325.0755,13,MF
2019HU0989095,77586,01303,1,2,2,84549.1365,23,SF
2019HU0989154,77587,01316,1,2,1,52527.54,15,MH
2019HU0989241,77588,00500,1,1,0,28486.089,35,MH
2019HU0989247,77589,00902,1,10,2,418099.0155,12,SF
2019HU0989355,77590,00400,1,2,2,161623.2,119,SF
2019HU0989578,77591,01316,1,2,2,80811.6,15,SF
2019HU0989645,77592,00800,1,1,0,42426.09,21,SF
2019HU0989674,77593,00100,1,2,1,97984.065,16,SF
2019HU0989717,77594,01303,1,1,0,56669.1345,13,SF
2019HU0989762,77595,00100,1,1,1,71720.295,12,SF
2019HU0989896,77596,01317,1,4,2,68285.802,13,MH
2019HU0990009,77597,01321,1,5,2,83033.919,11,SF
2019HU0990045,77598,00703,1,1,1,22223.19,19,SF
2019HU0990094,77599,00100,1,8,3,91670.65875,5,SF
2019HU0990334,77600,01318,1,2,2,89700.876,20,SF
2019HU0990397,77601,00600,1,1,0,65053.338,11,MH
2019HU0990497,77602,00600,1,3,2,144450.735,24,SF
2019HU0990588,77603,00100,1,2,2,49093.047,3,SF
2019HU0990645,77604,01323,1,2,2,168189.1425,30,SF
2019HU0990693,77605,00902,1,2,2,161623.2,32,SF
2019HU0990789,77606,01305,1,4,2,171724.65,11,SF
2019HU0990898,77607,01324,1,3,2,242788.35075,23,SF
2019HU0990986,77608,01319,1,2,2,83842.035,15,SF
2019HU0991010,77609,00500,1,3,0,14546.088,7,SF
2019HU0991093,77610,01000,1,1,1,28284.06,71,MH
2019HU0991132,77611,01316,1,4,3,103034.79,30,MF
2019HU0991153,77612,01105,1,7,2,59598.555,26,DUP
2019HU0991285,77613,00600,1,2,2,225464.364,6,SF
2019HU0991323,77614,00500,1,1,0,22122.1755,49,DUP
2019HU0991427,77615,01305,1,2,0,78993.339,7,SF
2019HU0991466,77616,00500,1,2,2,161623.2,9,DUP
2019HU0991586,77617,01301,1,2,2,202635.087,11,SF
2019HU0991620,77618,00704,1,4,3,68134.28025,10,SF
2019HU0991621,77619,00705,1,3,2,96266.8185,10,SF
2019HU0991645,77620,00100,1,3,2,60608.7,8,SF
2019HU0991715,77621,00600,1,1,0,2727.3915,12,MH
2019HU0991812,77622,00705,1,2,2,120207.255,8,SF
2019HU0991974,77623,01317,1,2,1,50709.279,12,MH
2019HU0992097,77624,01320,1,1,1,39395.655,12,SF
2019HU0992190,77625,01320,1,3,3,418806.117,8,SF
2019HU0992332,77626,00703,1,3,2,19192.755,11,MH
2019HU0992386,77627,00800,1,1,0,56315.58375,12,SF
2019HU0992492,77628,00100,1,4,2,50406.2355,3,MH
2019HU0992493,77629,01320,1,4,2,133339.14,11,SF
2019HU0992562,77630,01316,1,2,1,42426.09,58,DUP
2019HU0992743,77631,00400,1,1,0,31112.466,89,SF
2019HU0992744,77632,00705,1,4,2,123237.69,15,SF
2019HU0992779,77633,01317,1,1,0,5757.8265,39,MH
2019HU0992818,77634,01301,1,2,2,158390.736,9,SF
2019HU0992819,77635,00901,1,2,0,51921.453,18,SF
2019HU0992944,77636,00901,1,2,2,30304.35,7,SF
2019HU0993014,77637,00300,1,1,0,55254.9315,6,SF
2019HU0993060,77638,00100,1,1,1,18384.639,28,SF
2019HU0993204,77639,01316,1,4,3,174957.114,21,SF
2019HU0993207,77640,01314,1,2,2,117176.82,25,MF
2019HU0993232,77641,00100,1,2,0,35961.162,19,SF
2019HU0993511,77642,01302,1,2,1,39900.7275,21,SF
2019HU0993594,77643,00500,1,4,2,137379.72,11,SF
2019HU0993609,77644,01000,1,2,0,58386.381,14,SF
2019HU0993656,77645,01317,1,2,2,103034.79,56,SF
2019HU0993813,77646,00200,1,5,5,643260.336,10,SF
2019HU0993863,77647,01322,1,2,2,117681.8925,18,SF
2019HU0993917,77648,00703,1,5,2,157380.591,14,SF
2019HU0993966,77649,00704,1,4,3,100004.355,33,SF
2019HU0994016,77650,01319,1,3,2,128288.415,26,SF
2019HU0994032,77651,00902,1,2,0,60810.729,22,MH
2019HU0994137,77652,01318,1,2,1,127682.328,42,SF
2019HU0994204,77653,00200,1,2,1,100509.4275,19,SF
2019HU0994336,77654,00200,1,2,0,45466.62645,9,SF
2019HU0994657,77655,01301,1,5,2,122328.5595,24,SF
2019HU0994671,77656,00705,1,3,2,125965.0815,21,SF
2019HU0994902,77657,01000,1,2,2,60608.7,12,MH
2019HU0994926,77658,01303,1,1,1,118186.965,20,SF
2019HU0994934,77659,00400,1,1,0,40304.7855,30,SF
2019HU0995088,77660,01320,1,2,2,277789.875,14,SF
2019HU0995115,77661,00800,1,2,0,43436.235,33,SF
2019HU0995125,77662,00704,1,1,0,27273.915,14,SF
2019HU0995176,77663,01305,1,3,2,267708.6279,20,SF
2019HU0995340,77664,00800,1,5,1,32425.6545,19,SF
2019HU0995391,77665,00800,1,1,0,17778.552,16,SF
2019HU0995460,77666,01318,1,1,0,10101.45,12,MF
2019HU0995601,77667,00705,1,1,0,47476.815,8,MH
2019HU0995610,77668,00800,1,2,0,49093.047,15,SF
2019HU0995801,77669,01324,1,2,1,157582.62,17,SF
2019HU0995810,77670,00300,1,1,0,23233.335,3,SF
2019HU0995886,77671,01320,1,1,0,12323.769,25,MF
2019HU0995894,77672,01317,1,2,2,93842.4705,14,SF
2019HU0995895,77673,00100,1,3,3,187886.97,8,SF
2019HU0995935,77674,01324,1,2,1,151521.75,13,MF
2019HU0996108,77675,01301,1,3,1,45860.583,8,SF
2019HU0996178,77676,01303,1,2,0,26162.7555,23,MF
2019HU0996211,77677,00901,1,2,2,95963.775,24,SF
2019HU0996217,77678,00600,1,3,2,51113.337,53,SF
2019HU0996258,77679,00600,1,2,2,60103.6275,21,MF
2019HU0996288,77680,00600,1,1,0,41112.9015,17,SF
2019HU0996324,77681,01103,1,2,0,76568.991,10,SF
2019HU0996402,77682,01103,1,1,0,90003.9195,17,MF
2019HU0996539,77683,00703,1,2,0,112732.182,8,SF
2019HU0996572,77684,00703,1,3,2,106570.2975,14,SF
2019HU0996875,77685,01318,1,1,0,22728.2625,13,SF
2019HU0996907,77686,01200,1,7,3,190917.405,23,SF
2019HU0996923,77687,01000,1,2,1,18182.61,40,MF
2019HU0997011,77688,01000,1,4,1,100155.87675,29,SF
2019HU0997237,77689,01302,1,5,3,72831.4545,13,SF
2019HU0997365,77690,01000,1,3,1,33940.872,24,MF
2019HU0997379,77691,01323,1,4,2,107075.37,20,SF
2019HU0997472,77692,01303,1,2,2,41213.916,20,SF
2019HU0997655,77693,00800,1,2,2,106570.2975,24,SF
2019HU0997700,77694,00500,1,3,1,35860.1475,8,SF
2019HU0997725,77695,01318,1,4,3,85155.2235,67,SF
2019HU0997877,77696,00901,1,1,1,126268.125,34,SF
2019HU0997892,77697,01103,1,1,1,9192.3195,11,SF
2019HU0998097,77698,01318,1,1,1,45456.525,14,DUP
2019HU0998322,77699,01200,1,4,2,128288.415,18,SF
2019HU0998513,77700,00400,1,1,1,119197.11,19,MH
2019HU0998627,77701,00100,1,4,2,166673.925,18,SF
2019HU0998770,77702,01305,1,1,1,45456.525,13,MF
2019HU0998893,77703,00600,1,4,0,23132.3205,18,SF
2019HU0999032,77704,00400,1,2,2,68689.86,21,SF
2019HU0999046,77705,01322,1,2,2,54951.888,19,SF
2019HU0999392,77706,01319,1,2,1,97782.036,23,SF
2019HU0999404,77707,01305,1,2,0,22223.19,14,MF
2019HU0999555,77708,01316,1,3,1,56467.1055,87,SF
2019HU0999579,77709,01324,1,2,2,90913.05,20,MF
2019HU0999667,77710,00100,1,3,2,123237.69,2,SF
2019HU0999729,77711,00100,1,1,0,27273.915,11,SF
2019HU0999911,77712,01314,1,1,0,266173.2075,23,MF
2019HU0999958,77713,01316,1,2,1,10303.479,29,MH
2019HU1000110,77714,01318,1,1,0,26061.741,47,SF
2019HU1000146,77715,01305,1,5,3,109903.776,14,SF
2019HU1000257,77716,01314,1,1,1,151521.75,14,MF
2019HU1000311,77717,01316,1,3,1,39395.655,18,MF
2019HU1000431,77718,01301,1,2,0,186068.709,13,SF
2019HU1000471,77719,01318,1,3,1,3030.435,15,SF
2019HU1000666,77720,00800,1,2,1,4545.6525,11,SF
2019HU1000760,77721,01320,1,2,2,98691.1665,27,SF
2019HU1000807,77722,01301,1,3,2,151521.75,9,MF
2019HU1000817,77723,00400,1,1,0,18081.5955,32,MF
2019HU1000858,77724,00400,1,2,0,112631.1675,22,SF
2019HU1000863,77725,01303,1,1,0,18182.61,23,SF
2019HU1000906,77726,01200,1,2,2,64669.4829,20,SF
2019HU1001015,77727,01320,1,1,1,40405.8,11,MF
2019HU1001041,77728,01324,1,1,0,38991.597,12,SF
2019HU1001206,77729,00200,1,1,0,29294.205,6,MH
2019HU1001208,77730,01314,1,2,2,151521.75,12,SF
2019HU1001219,77731,00902,1,2,0,60608.7,6,SF
2019HU1001252,77732,00705,1,2,0,29465.92965,13,DUP
2019HU1001326,77733,00200,1,3,3,316175.385,34,MH
2019HU1001372,77734,01323,1,1,0,53537.685,35,SF
2019HU1001386,77735,01323,1,2,2,106065.225,12,SF
2019HU1001438,77736,01105,1,2,2,120813.342,13,SF
2019HU1001560,77737,00800,1,4,1,65659.425,33,MF
2019HU1001754,77738,00300,1,1,1,79296.3825,2,SF
2019HU1001808,77739,01200,1,1,0,42123.0465,25,SF
2019HU1002072,77740,01301,1,2,2,161623.2,16,SF
2019HU1002178,77741,01103,1,5,2,439413.075,53,SF
2019HU1002275,77742,01316,1,5,1,38789.568,52,MH
2019HU1002298,77743,01318,1,2,1,48082.902,22,MH
2019HU1002373,77744,00704,1,1,1,20202.9,27,MF
2019HU1002463,77745,00600,1,4,0,112126.095,8,SF
2019HU1002516,77746,01104,1,2,1,70932.3819,22,SF
2019HU1002688,77747,00100,1,2,2,182533.2015,6,SF
2019HU1002796,77748,00800,1,4,1,75760.875,32,SF
2019HU1002916,77749,01321,1,1,1,38537.03175,31,SF
2019HU1002935,77750,00200,1,3,1,26263.77,17,SF
2019HU1002966,77751,00400,1,2,0,88003.8324,14,SF
2019HU1003196,77752,00800,1,1,0,20202.9,12,MF
2019HU1003336,77753,01105,1,1,0,31415.5095,19,SF
2019HU1003337,77754,01303,1,2,2,85862.325,25,SF
2019HU1003390,77755,00703,1,2,1,82023.774,13,SF
2019HU1003759,77756,01105,1,2,2,109095.66,24,SF
2019HU1003766,77757,01320,1,4,2,133339.14,9,SF
2019HU1004125,77758,00800,1,4,1,53638.6995,65,SF
2019HU1004154,77759,00100,1,2,0,21455.4798,9,SF
2019HU1004294,77760,01305,1,4,2,136369.575,14,SF
2019HU1004437,77761,00600,1,1,1,28486.089,11,SF
2019HU1004516,77762,00400,1,2,0,13333.914,16,SF
2019HU1004595,77763,00902,1,6,4,486687.861,20,SF
2019HU1004604,77764,01320,1,2,0,38991.597,12,SF
2019HU1004989,77765,01319,1,2,0,16162.32,26,MF
2019HU1005116,77766,00100,1,4,2,65659.425,14,SF
2019HU1005149,77767,00703,1,2,0,286275.093,11,SF
2019HU1005283,77768,00600,1,2,2,72427.3965,29,MF
2019HU1005362,77769,01305,1,1,1,61618.845,13,MF
2019HU1005616,77770,01000,1,2,0,74043.6285,17,SF
2019HU1005800,77771,01316,1,3,1,122328.5595,24,SF
2019HU1005822,77772,01324,1,5,2,207079.725,28,SF
2019HU1005970,77773,00800,1,4,0,22425.219,15,MH
2019HU1005994,77774,00200,1,3,1,55557.975,61,MF
2019HU1006162,77775,00800,1,2,1,72730.44,16,SF
2019HU1006183,77776,01105,1,2,2,141420.3,11,SF
2019HU1006221,77777,00704,1,1,0,15152.175,10,MF
2019HU1006320,77778,00800,1,4,2,115671.70395,24,SF
2019HU1006379,77779,00500,1,3,1,40304.7855,5,MH
2019HU1006426,77780,00600,1,4,1,70710.15,17,SF
2019HU1006531,77781,00600,1,2,1,300720.1665,11,SF
2019HU1006660,77782,00704,1,4,2,137581.749,14,SF
2019HU1006716,77783,01324,1,4,2,303043.5,23,SF
2019HU1006785,77784,01324,1,4,2,217181.175,26,SF
2019HU1006807,77785,00600,1,2,1,77276.0925,1,SF
2019HU1006945,77786,00705,1,1,1,28284.06,10,MH
2019HU1007007,77787,01302,1,1,0,25253.625,9,DUP
2019HU1007013,77788,01319,1,1,0,42426.09,11,SF
2019HU1007133,77789,01105,1,4,2,92832.3255,6,SF
2019HU1007168,77790,00100,1,2,2,184856.535,5,SF
2019HU1007269,77791,00600,1,3,2,65659.425,3,SF
2019HU1007376,77792,00902,1,1,0,83741.0205,18,SF
2019HU1007456,77793,00703,1,2,2,71720.295,21,MF
2019HU1007584,77794,01317,1,2,0,28183.0455,20,SF
2019HU1007619,77795,01105,1,1,1,80811.6,33,SF
2019HU1007668,77796,01317,1,3,2,97984.065,24,SF
2019HU1007721,77797,01316,1,1,0,9091.305,11,SF
2019HU1007754,77798,00500,1,2,0,126268.125,44,SF
2019HU1007780,77799,01314,1,3,1,156572.475,4,SF
2019HU1007788,77800,00800,1,2,1,224858.277,43,SF
2019HU1007837,77801,00100,1,1,1,42426.09,7,SF
2019HU1007883,77802,00703,1,3,2,50507.25,10,SF
2019HU1007912,77803,01104,1,5,2,55861.0185,25,SF
2019HU1008027,77804,01318,1,4,2,30304.35,10,MF
2019HU1008086,77805,00705,1,4,3,67780.7295,12,SF
2019HU1008179,77806,00704,1,1,0,50557.75725,10,SF
2019HU1008221,77807,00300,1,2,1,64366.4394,1,SF
2019HU1008232,77808,00400,1,2,0,113368.57335,23,SF
2019HU1008340,77809,01105,1,2,0,24445.509,20,SF
2019HU1008585,77810,01318,1,1,1,145460.88,16,SF
2019HU1008589,77811,01318,1,2,1,79195.368,37,SF
2019HU1008633,77812,01314,1,4,1,123237.69,22,SF
2019HU1008741,77813,00705,1,2,0,33435.7995,4,SF
2019HU1008797,77814,01105,1,3,3,161623.2,28,SF
2019HU1008859,77815,00400,1,8,6,151016.6775,84,SF
2019HU1008893,77816,01320,1,1,0,14142.03,23,SF
2019HU1009002,77817,01301,1,2,2,308094.225,15,SF
2019HU1009047,77818,00705,1,2,0,116570.733,7,MH
2019HU1009050,77819,01318,1,3,3,182179.65075,35,SF
2019HU1009057,77820,01000,1,2,0,33132.756,15,SF
2019HU1009075,77821,01103,1,1,0,26566.8135,10,SF
2019HU1009154,77822,01000,1,1,0,0,11,SF
2019HU1009176,77823,00705,1,3,3,181826.1,13,SF
2019HU1009307,77824,01200,1,1,1,102933.7755,22,SF
2019HU1009350,77825,00100,1,2,2,172936.824,3,SF
2019HU1009360,77826,01324,1,2,2,174825.79515,19,DUP
2019HU1009400,77827,01321,1,4,1,67881.744,20,SF
2019HU1009402,77828,01301,1,2,2,68689.86,17,MF
2019HU1009456,77829,01200,1,1,0,22384.8132,16,DUP
2019HU1009498,77830,01305,1,2,0,90913.05,15,SF
2019HU1009669,77831,00703,1,1,1,36365.22,13,SF
2019HU1009703,77832,00901,1,2,0,105156.0945,18,SF
2019HU1009789,77833,01320,1,2,2,186876.825,19,SF
2019HU1009811,77834,00500,1,2,1,47476.815,3,SF
2019HU1009859,77835,01314,1,2,2,483859.455,6,SF
2019HU1009886,77836,01302,1,1,0,43436.235,32,SF
2019HU1009919,77837,00703,1,2,2,75760.875,11,SF
2019HU1009957,77838,01324,1,4,2,269708.715,17,SF
2019HU1010011,77839,00100,1,4,2,59598.555,24,SF
2019HU1010067,77840,00800,1,1,0,20707.9725,18,SF
2019HU1010230,77841,00800,1,2,0,77478.1215,8,SF
2019HU1010269,77842,01318,1,1,0,32122.611,13,MF
2019HU1010367,77843,00901,1,1,0,9091.305,12,DUP
2019HU1010415,77844,00800,1,2,2,31011.4515,12,SF
2019HU1010436,77845,01321,1,4,1,70710.15,11,SF
2019HU1010501,77846,01323,1,4,3,196675.2315,19,SF
2019HU1010663,77847,00100,1,1,0,14556.18945,11,SF
2019HU1010669,77848,01305,1,3,2,78791.31,13,SF
2019HU1010739,77849,01104,1,2,2,30213.43695,27,MF
2019HU1010788,77850,01322,1,3,3,18182.61,28,MF
2019HU1010799,77851,00600,1,2,2,10000.4355,21,MF
2019HU1011200,77852,01303,1,1,1,106216.74675,26,SF
2019HU1011236,77853,00400,1,2,2,117176.82,22,SF
2019HU1011311,77854,01317,1,3,3,45355.5105,11,MH
2019HU1011500,77855,01000,1,1,1,29698.263,22,SF
2019HU1011578,77856,00200,1,1,0,16566.378,8,MH
2019HU1011630,77857,01323,1,2,2,165663.78,14,SF
2019HU1011976,77858,00705,1,2,2,24243.48,22,MF
2019HU1011981,77859,00400,1,6,2,54648.8445,38,SF
2019HU1012034,77860,01319,1,2,0,137925.1983,10,SF
2019HU1012243,77861,01305,1,4,2,137581.749,13,SF
2019HU1012281,77862,01104,1,3,2,119197.11,22,SF
2019HU1012288,77863,01317,1,2,1,55557.975,14,SF
2019HU1012307,77864,00300,1,4,2,66164.4975,83,SF
2019HU1012365,77865,01322,1,2,2,127278.27,15,SF
2019HU1012411,77866,00600,1,1,0,40.4058,19,SF
2019HU1012425,77867,01301,1,4,2,90003.9195,22,SF
2019HU1012540,77868,00100,1,2,0,14445.0735,34,SF
2019HU1012630,77869,01320,1,2,1,104044.935,19,MF
2019HU1012634,77870,00500,1,2,2,95256.6735,5,SF
2019HU1012764,77871,00800,1,1,0,35355.075,4,MF
2019HU1012930,77872,01105,1,2,0,94953.63,11,SF
2019HU1012957,77873,00200,1,2,0,21718.1175,13,SF
2019HU1012959,77874,00500,1,3,2,206069.58,10,SF
2019HU1013223,77875,01305,1,2,0,106873.341,13,SF
2019HU1013325,77876,01321,1,4,2,152531.895,11,SF
2019HU1013341,77877,01317,1,4,2,205059.435,15,SF
2019HU1013395,77878,00200,1,3,2,96670.8765,39,SF
2019HU1013416,77879,01200,1,2,2,93943.485,22,SF
2019HU1013421,77880,01000,1,2,1,42931.1625,13,SF
2019HU1013532,77881,01104,1,1,1,63639.135,13,SF
2019HU1013543,77882,01305,1,1,0,16586.5809,15,MF
2019HU1013629,77883,01200,1,6,1,78286.2375,24,SF
2019HU1013645,77884,01314,1,1,1,122227.545,16,SF
2019HU1013662,77885,00600,1,3,0,98186.094,17,SF
2019HU1013708,77886,01305,1,1,1,126268.125,13,DUP
2019HU1013764,77887,00600,1,2,0,68386.8165,10,SF
2019HU1013791,77888,01321,1,6,1,141824.358,11,SF
2019HU1013793,77889,00600,1,2,1,36365.22,22,SF
2019HU1013945,77890,00200,1,2,0,38082.4665,6,MF
2019HU1013993,77891,01105,1,3,3,148693.344,15,MH
2019HU1014082,77892,00400,1,2,1,3030.435,23,SF
2019HU1014151,77893,00100,1,2,0,16869.4215,4,SF
2019HU1014153,77894,01305,1,2,2,353550.75,28,MF
2019HU1014155,77895,01317,1,2,0,167886.099,11,SF
2019HU1014275,77896,00600,1,4,1,151521.75,17,SF
2019HU1014335,77897,00902,1,1,1,32324.64,10,MF
2019HU1014369,77898,01319,1,3,1,451534.815,19,SF
2019HU1014438,77899,01200,1,4,1,100004.355,4,SF
2019HU1014542,77900,00100,1,1,0,30607.3935,10,SF
2019HU1014584,77901,00703,1,1,1,24243.48,104,MF
2019HU1014627,77902,00200,1,5,3,83235.948,16,SF
2019HU1014675,77903,01319,1,1,0,38082.4665,12,MF
2019HU1014715,77904,01321,1,1,1,34344.93,10,SF
2019HU1014737,77905,00800,1,2,0,19637.2188,25,SF
2019HU1014807,77906,01305,1,1,0,12020.7255,14,MF
2019HU1014988,77907,01318,1,6,2,111924.066,14,SF
2019HU1015380,77908,01314,1,2,2,99196.239,15,MF
2019HU1015489,77909,01303,1,5,1,169704.36,18,SF
2019HU1015612,77910,01317,1,4,2,62123.9175,16,MH
2019HU1015630,77911,01322,1,2,1,32324.64,21,MF
2019HU1015671,77912,00704,1,2,1,32324.64,11,MH
2019HU1015777,77913,01324,1,2,1,30304.35,17,SF
2019HU1015884,77914,00200,1,2,1,13535.943,11,SF
2019HU1016277,77915,00300,1,3,2,113136.24,20,SF
2019HU1016453,77916,01105,1,5,1,64245.222,18,SF
2019HU1016884,77917,01302,1,2,2,127278.27,25,SF
2019HU1016921,77918,00500,1,2,0,97883.0505,9,SF
2019HU1016998,77919,01320,1,1,0,10606.5225,18,MF
2019HU1017108,77920,01314,1,1,1,151521.75,44,SF
2019HU1017154,77921,01321,1,4,1,101014.5,10,SF
2019HU1017165,77922,00800,1,3,2,87599.7744,72,MH
2019HU1017211,77923,01314,1,2,1,148693.344,21,SF
2019HU1017291,77924,01314,1,1,1,29294.205,40,MF
2019HU1017378,77925,00704,1,4,1,199907.6955,8,SF
2019HU1017519,77926,00703,1,7,2,111520.008,13,SF
2019HU1017590,77927,01319,1,4,1,166673.925,25,SF
2019HU1017689,77928,00100,1,2,1,37981.452,6,MH
2019HU1017852,77929,01000,1,1,1,33334.785,16,MF
2019HU1017875,77930,00400,1,1,1,23839.422,26,SF
2019HU1017885,77931,00703,1,2,1,100812.471,11,SF
2019HU1017934,77932,00600,1,1,0,505.0725,5,SF
2019HU1017997,77933,01303,1,5,1,30304.35,13,SF
2019HU1018165,77934,01323,1,5,2,173441.8965,20,SF
2019HU1018334,77935,01322,1,3,2,82831.89,39,MH
2019HU1018360,77936,01320,1,2,0,88185.6585,18,SF
2019HU1018446,77937,01323,1,3,3,29647.75575,21,SF
2019HU1018627,77938,00500,1,2,1,53537.685,44,MH
2019HU1018659,77939,00300,1,5,0,53840.7285,25,SF
2019HU1018672,77940,01302,1,1,0,12424.7835,18,MF
2019HU1018690,77941,00400,1,2,0,44042.322,80,SF
2019HU1018731,77942,01103,1,2,0,36567.249,14,SF
2019HU1018834,77943,01303,1,1,0,52022.4675,10,SF
2019HU1018917,77944,01318,1,2,1,193382.1588,19,SF
2019HU1019054,77945,00100,1,2,0,25051.596,3,SF
2019HU1019095,77946,00400,1,1,0,50507.25,42,SF
2019HU1019159,77947,01303,1,2,2,122227.545,22,MF
2019HU1019195,77948,01302,1,1,1,60608.7,15,SF
2019HU1019198,77949,01104,1,1,1,5050.725,14,MF
2019HU1019254,77950,01318,1,1,1,98994.21,12,SF
